ts,datetime,open,high,low,close,volume
1777298400,2026-04-27T14:00:00+00:00,77750.0,78278.39,77670.02,77817.6,518.98840209
1777302000,2026-04-27T15:00:00+00:00,77821.44,77840.64,76555.0,76775.89,1339.25615959
1777305600,2026-04-27T16:00:00+00:00,76775.9,76861.44,76529.01,76615.83,543.2685921
1777309200,2026-04-27T17:00:00+00:00,76615.84,76925.8,76611.84,76721.22,433.75604554
1777312800,2026-04-27T18:00:00+00:00,76721.22,76886.15,76646.4,76814.01,432.2920132
1777316400,2026-04-27T19:00:00+00:00,76813.05,76891.94,76447.51,76886.0,575.76572475
1777320000,2026-04-27T20:00:00+00:00,76886.0,77075.0,76834.97,76955.36,258.24703332
1777323600,2026-04-27T21:00:00+00:00,76955.36,76983.11,76777.0,76777.0,189.39648485
1777327200,2026-04-27T22:00:00+00:00,76777.01,77079.3,76735.0,77064.48,207.91914289
1777330800,2026-04-27T23:00:00+00:00,77064.48,77444.41,77003.53,77364.42,199.38300882
1777334400,2026-04-28T00:00:00+00:00,77364.48,77478.99,77206.75,77376.38,267.70774061
1777338000,2026-04-28T01:00:00+00:00,77376.38,77399.69,77031.69,77088.49,142.52644572
1777341600,2026-04-28T02:00:00+00:00,77088.49,77226.24,76672.87,76886.86,226.06413229
1777345200,2026-04-28T03:00:00+00:00,76886.86,76895.99,76664.99,76809.35,177.25000911
1777348800,2026-04-28T04:00:00+00:00,76809.35,76954.0,76682.09,76885.6,165.84790587
1777352400,2026-04-28T05:00:00+00:00,76885.6,77155.99,76808.0,76882.73,241.56282362
1777356000,2026-04-28T06:00:00+00:00,76884.2,77029.4,76579.16,76702.99,210.50784673
1777359600,2026-04-28T07:00:00+00:00,76702.99,76916.88,76425.0,76872.94,215.08923742
1777363200,2026-04-28T08:00:00+00:00,76872.94,77003.39,76737.03,76856.0,197.36016177
1777366800,2026-04-28T09:00:00+00:00,76855.99,76867.44,76477.08,76587.24,172.6960924
1777370400,2026-04-28T10:00:00+00:00,76587.24,76686.47,76476.35,76604.91,148.26023014
1777374000,2026-04-28T11:00:00+00:00,76604.01,76636.56,76106.88,76224.71,397.98370673
1777377600,2026-04-28T12:00:00+00:00,76224.72,76423.44,76154.12,76383.49,283.94379293
1777381200,2026-04-28T13:00:00+00:00,76383.49,76418.16,75900.0,76183.67,540.50072547
1777384800,2026-04-28T14:00:00+00:00,76183.66,76198.05,75646.84,75940.0,685.12474639
1777388400,2026-04-28T15:00:00+00:00,75940.01,76071.83,75822.24,76052.69,329.87468566
1777392000,2026-04-28T16:00:00+00:00,76052.69,76202.88,75861.97,76109.27,368.8771461
1777395600,2026-04-28T17:00:00+00:00,76109.27,76250.0,75927.75,76166.79,400.83514644
1777399200,2026-04-28T18:00:00+00:00,76166.79,76268.39,76111.0,76220.66,220.16173651
1777402800,2026-04-28T19:00:00+00:00,76220.66,76379.97,76042.42,76308.13,304.36666757
1777406400,2026-04-28T20:00:00+00:00,76308.97,76478.33,76308.01,76461.99,338.46727511
1777410000,2026-04-28T21:00:00+00:00,76461.99,76483.8,76250.0,76349.51,243.97313577
1777413600,2026-04-28T22:00:00+00:00,76349.52,76445.0,76206.01,76229.8,183.56067116
1777417200,2026-04-28T23:00:00+00:00,76229.8,76366.67,76174.8,76317.99,163.28918501
1777420800,2026-04-29T00:00:00+00:00,76317.99,76549.19,76251.1,76502.35,216.52169765
1777424400,2026-04-29T01:00:00+00:00,76502.36,76655.28,76163.99,76552.31,275.86517938
1777428000,2026-04-29T02:00:00+00:00,76552.31,76644.36,76380.73,76509.27,124.40535851
